nome,criado_em,atualizado_em,estrelas,linguagem,prs_merged,releases,issues_total,issues_fechadas,idade_dias,dias_desde_atualizacao,razao_issues_fechadas
nvim-lua/kickstart.nvim,2022-06-24T03:11:24Z,2026-03-06T01:10:39Z,29694,Lua,265,0,666,633,1350,-1,0.9505
JushBJJ/Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,2026-03-05T16:19:35Z,29691,,0,3,48,34,1070,0,0.7083
zellij-org/zellij,2020-09-01T14:04:28Z,2026-03-06T01:51:31Z,29683,Rust,1386,65,2526,1194,2011,-1,0.4727
openssl/openssl,2013-01-15T22:34:48Z,2026-03-06T01:12:32Z,29683,C,145,297,11167,9969,4797,-1,0.8927
qarmin/czkawka,2020-09-01T17:37:29Z,2026-03-06T01:31:53Z,29675,Rust,468,40,1116,694,2011,-1,0.6219
vuejs/vue-cli,2015-12-26T23:11:20Z,2026-03-05T16:07:04Z,29637,JavaScript,1259,178,5501,4564,3722,0,0.8297
filamentphp/filament,2020-03-19T00:19:18Z,2026-03-06T01:42:11Z,29626,PHP,5798,821,3319,3300,2177,-1,0.9943
sampotts/plyr,2015-02-14T11:33:07Z,2026-03-05T21:54:49Z,29625,JavaScript,393,93,2116,1225,4037,0,0.5789
alibaba/canal,2013-01-13T10:59:52Z,2026-03-06T01:19:04Z,29618,Java,479,32,4787,3615,4799,-1,0.7552
nginx/nginx,2015-06-23T10:26:27Z,2026-03-05T16:25:23Z,29599,C,156,14,476,250,3908,0,0.5252
aosabook/500lines,2013-11-04T02:02:53Z,2026-03-05T20:38:18Z,29594,JavaScript,175,0,70,41,4504,0,0.5857
helm/helm,2015-10-06T01:07:32Z,2026-03-05T20:45:51Z,29574,Go,4440,237,8365,8097,3803,0,0.968
